037	o08-w00-c17	050	026	o08-w00	b-reduced	17	12	13,14,15	3	10	23626	144279
038	o11-w00-c16	051	027	o11-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144279
039	o12-w00-c16	052	028	o12-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
040	o12-w00-c17	053	028	o12-w00	b-reduced	17	9	10,14,15	3	10	23626	144280
041	o12-w01-c16	054	029	o12-w01	b-reduced	16	11	12,13,14,15	4	10	23626	144280
042	o12-w01-c17	055	029	o12-w01	b-reduced	17	14	9,10,15	3	10	23626	144280
043	o12-w02-c16	056	030	o12-w02	b-reduced	16	14	11,12,13,15	4	10	23626	144280
044	o12-w02-c17	057	030	o12-w02	b-reduced	17	9	10,14,15	3	10	23626	144280
045	o12-w03-c16	058	031	o12-w03	b-reduced	16	14	11,12,13,15	4	10	23626	144280
046	o12-w03-c17	059	031	o12-w03	b-reduced	17	14	9,10,15	3	10	23626	144280
047	o12-w04-c16	060	032	o12-w04	b-reduced	16	14	11,12,13,15	4	10	23626	144280
048	o12-w04-c17	061	032	o12-w04	b-reduced	17	15	9,10,14	3	10	23626	144280
049	o13-w00-c16	062	033	o13-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
050	o13-w00-c17	063	033	o13-w00	b-reduced	17	10	13,14,15	3	10	23626	144280
051	o13-w01-c16	064	034	o13-w01	b-reduced	16	11	12,13,14,15	4	10	23626	144280
052	o13-w01-c17	065	034	o13-w01	b-reduced	17	13	10,14,15	3	10	23626	144280
053	o13-w02-c16	066	035	o13-w02	b-reduced	16	13	11,12,14,15	4	10	23626	144280
054	o13-w02-c17	067	035	o13-w02	b-reduced	17	10	13,14,15	3	10	23626	144280
055	o13-w03-c16	068	036	o13-w03	b-reduced	16	13	11,12,14,15	4	10	23626	144280
056	o13-w03-c17	069	036	o13-w03	b-reduced	17	13	10,14,15	3	10	23626	144280
057	o13-w04-c16	070	037	o13-w04	b-reduced	16	13	11,12,14,15	4	10	23626	144280
058	o13-w04-c17	071	037	o13-w04	b-reduced	17	14	10,13,15	3	10	23626	144280
059	o14-w00-c16	072	038	o14-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
060	o14-w00-c17	073	038	o14-w00	b-reduced	17	12	13,14,15	3	10	23626	144280
061	o14-w01-c16	074	039	o14-w01	b-reduced	16	12	11,13,14,15	4	10	23626	144280
062	o14-w01-c17	075	039	o14-w01	b-reduced	17	12	13,14,15	3	10	23626	144280
063	o14-w02-c16	076	040	o14-w02	b-reduced	16	12	11,13,14,15	4	10	23626	144280
064	o14-w02-c17	077	040	o14-w02	b-reduced	17	13	12,14,15	3	10	23626	144280
065	o15-w00-c17	078	041	o15-w00	structural	17	13	16	1	10	23626	144279
066	o16-w00-c16	079	043	o16-w00	b-reduced	16	10	11,12,13,14,15	5	10	23626	144280
067	o16-w00-c17	080	043	o16-w00	b-reduced	17	9	14,15	2	10	23626	144280
068	o16-w01-c17	082	044	o16-w01	structural	17	14	16	1	10	23626	144280
069	o16-w02-c17	084	045	o16-w02	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
070	o16-w03-c16	085	046	o16-w03	b-reduced	16	14	10,11,12,13,15	5	10	23626	144280
071	o16-w03-c17	086	046	o16-w03	b-reduced	17	9	14,15	2	10	23626	144280
072	o16-w04-c17	088	047	o16-w04	structural	17	14	16	1	10	23626	144280
073	o16-w05-c17	090	048	o16-w05	structural	17	15	16	1	10	23626	144280
074	o16-w06-c17	092	049	o16-w06	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
075	o17-w00-c17	094	050	o17-w00	structural	17	13	16	1	10	23626	144280
076	o17-w01-c16	095	051	o17-w01	b-reduced	16	10	11,12,13,14,15	5	10	23626	144280
077	o17-w02-c17	098	052	o17-w02	structural	17	13	16	1	10	23626	144280
078	o17-w03-c17	100	053	o17-w03	structural	17	14	16	1	10	23626	144280
079	o17-w04-c16	101	054	o17-w04	b-reduced	16	13	10,11,12,14,15	5	10	23626	144280
080	o19-w00-c17	103	055	o19-w00	b-reduced	17	12	13,14,15	3	10	23626	144279
081	o23-w00-c16	104	056	o23-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
082	o23-w00-c17	105	056	o23-w00	b-reduced	17	9	10,14,15	3	10	23626	144280
083	o23-w01-c16	106	057	o23-w01	b-reduced	16	11	12,13,14,15	4	10	23626	144280
084	o23-w01-c17	107	057	o23-w01	b-reduced	17	14	9,10,15	3	10	23626	144280
085	o23-w02-c16	108	058	o23-w02	structural	16	14	17	1	10	23626	144280
086	o23-w03-c16	110	059	o23-w03	structural	16	14	17	1	10	23626	144280
087	o23-w04-c16	112	060	o23-w04	structural	16	14	17	1	10	23626	144280
088	o23-w05-c16	114	061	o23-w05	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
089	o23-w06-c16	116	062	o23-w06	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
090	o24-w00-c16	118	063	o24-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
091	o24-w00-c17	119	063	o24-w00	b-reduced	17	10	13,14,15	3	10	23626	144280
092	o24-w01-c16	120	064	o24-w01	b-reduced	16	11	12,13,14,15	4	10	23626	144280
093	o24-w01-c17	121	064	o24-w01	b-reduced	17	13	10,14,15	3	10	23626	144280
094	o24-w02-c16	122	065	o24-w02	structural	16	13	17	1	10	23626	144280
095	o24-w03-c16	124	066	o24-w03	structural	16	13	17	1	10	23626	144280
096	o24-w04-c16	126	067	o24-w04	structural	16	13	17	1	10	23626	144280
097	o24-w05-c16	128	068	o24-w05	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
098	o24-w06-c16	130	069	o24-w06	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
099	o25-w00-c16	132	070	o25-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
100	o25-w00-c17	133	070	o25-w00	b-reduced	17	12	13,14,15	3	10	23626	144280
101	o25-w01-c16	134	071	o25-w01	structural	16	12	17	1	10	23626	144280
102	o25-w02-c16	136	072	o25-w02	structural	16	12	17	1	10	23626	144280
103	o25-w03-c16	138	073	o25-w03	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
104	o30-w00-c16	140	074	o30-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144279
105	o31-w00-c16	141	075	o31-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
106	o31-w00-c17	142	075	o31-w00	b-reduced	17	9	10,14,15	3	10	23626	144280
107	o31-w01-c17	144	076	o31-w01	structural	17	14	16	1	10	23626	144280
108	o31-w02-c17	146	077	o31-w02	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
109	o31-w03-c16	147	078	o31-w03	b-reduced	16	14	11,12,13,15	4	10	23626	144280
110	o31-w03-c17	148	078	o31-w03	b-reduced	17	9	10,14,15	3	10	23626	144280
111	o31-w04-c17	150	079	o31-w04	structural	17	14	16	1	10	23626	144280
112	o31-w05-c17	152	080	o31-w05	structural	17	15	16	1	10	23626	144280
113	o31-w06-c17	154	081	o31-w06	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
114	o32-w00-c16	155	082	o32-w00	b-reduced	16	11	12,13,14,15	4	10	23626	144280
115	o32-w00-c17	156	082	o32-w00	b-reduced	17	10	13,14,15	3	10	23626	144280
116	o32-w01-c17	158	083	o32-w01	structural	17	13	16	1	10	23626	144280
117	o32-w02-c17	160	084	o32-w02	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
118	o32-w03-c16	161	085	o32-w03	b-reduced	16	13	11,12,14,15	4	10	23626	144280
119	o32-w03-c17	162	085	o32-w03	b-reduced	17	10	13,14,15	3	10	23626	144280
120	o32-w04-c17	164	086	o32-w04	structural	17	13	16	1	10	23626	144280
121	o32-w05-c17	166	087	o32-w05	structural	17	14	16	1	10	23626	144280
122	o32-w06-c17	168	088	o32-w06	tautological	17	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
123	o33-w00-c17	170	089	o33-w00	structural	17	12	16	1	10	23626	144280
124	o33-w01-c16	171	090	o33-w01	b-reduced	16	11	12,13,14,15	4	10	23626	144280
125	o33-w02-c17	174	091	o33-w02	structural	17	12	16	1	10	23626	144280
126	o33-w03-c17	176	092	o33-w03	structural	17	13	16	1	10	23626	144280
127	o33-w04-c16	177	093	o33-w04	b-reduced	16	12	11,13,14,15	4	10	23626	144280
128	o36-w00-c17	179	094	o36-w00	b-reduced	17	11	12,13,14,15	4	10	23626	144279
129	o37-w01-c16	180	096	o37-w01	structural	16	13	17	1	10	23626	144279
130	o39-w00-c16	181	098	o39-w00	b-reduced	16	12	13,14,15	3	10	23626	144280
131	o39-w00-c17	182	098	o39-w00	b-reduced	17	9	10,11,14,15	4	10	23626	144280
132	o39-w01-c16	183	099	o39-w01	b-reduced	16	12	13,14,15	3	10	23626	144280
133	o39-w01-c17	184	099	o39-w01	b-reduced	17	14	9,10,11,15	4	10	23626	144280
134	o39-w02-c16	185	100	o39-w02	structural	16	14	17	1	10	23626	144280
135	o39-w03-c16	187	101	o39-w03	structural	16	14	17	1	10	23626	144280
136	o39-w04-c16	189	102	o39-w04	structural	16	14	17	1	10	23626	144280
137	o39-w05-c16	191	103	o39-w05	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
138	o39-w06-c16	193	104	o39-w06	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
139	o40-w00-c16	195	105	o40-w00	b-reduced	16	12	13,14,15	3	10	23626	144280
140	o40-w00-c17	196	105	o40-w00	b-reduced	17	10	11,13,14,15	4	10	23626	144280
141	o40-w01-c16	197	106	o40-w01	b-reduced	16	12	13,14,15	3	10	23626	144280
142	o40-w01-c17	198	106	o40-w01	b-reduced	17	13	10,11,14,15	4	10	23626	144280
143	o40-w02-c16	199	107	o40-w02	structural	16	13	17	1	10	23626	144280
144	o40-w03-c16	201	108	o40-w03	structural	16	13	17	1	10	23626	144280
145	o40-w04-c16	203	109	o40-w04	structural	16	13	17	1	10	23626	144280
146	o40-w05-c16	205	110	o40-w05	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
147	o40-w06-c16	207	111	o40-w06	tautological	16	17	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	16	10	23626	144280
148	o41-w00-c16	209	112	o41-w00	structural	16	12	17	1	10	23626	144280
149	o41-w01-c16	211	113	o41-w01	structural	16	12	17	1	10	23626	144280
150	o41-w02-c16	213	114	o41-w02	structural	16	12	17	1	10	23626	144280
151	o41-w03-c17	216	115	o41-w03	b-reduced	17	11	12,13,14,15	4	10	23626	144280
152	o41-w04-c17	218	116	o41-w04	b-reduced	17	12	11,13,14,15	4	10	23626	144280
