078	o15-w00-c17	041	o15-w00	0	17	13	16	1	10	23626	144279
079	o16-w00-c16	043	o16-w00	0	16	10	16	1	10	23626	144280
080	o16-w00-c17	043	o16-w00	1	17	9	16	1	10	23626	144280
081	o16-w01-c16	044	o16-w01	0	16	10	16	1	10	23626	144280
082	o16-w01-c17	044	o16-w01	1	17	14	16	1	10	23626	144280
083	o16-w02-c16	045	o16-w02	0	16	10	16	1	10	23626	144280
084	o16-w02-c17	045	o16-w02	1	17	16	16	1	10	23626	144280
085	o16-w03-c16	046	o16-w03	0	16	14	16	1	10	23626	144280
086	o16-w03-c17	046	o16-w03	1	17	9	16	1	10	23626	144280
087	o16-w04-c16	047	o16-w04	0	16	14	16	1	10	23626	144280
088	o16-w04-c17	047	o16-w04	1	17	14	16	1	10	23626	144280
089	o16-w05-c16	048	o16-w05	0	16	14	16	1	10	23626	144280
090	o16-w05-c17	048	o16-w05	1	17	15	16	1	10	23626	144280
091	o16-w06-c16	049	o16-w06	0	16	14	16	1	10	23626	144280
092	o16-w06-c17	049	o16-w06	1	17	16	16	1	10	23626	144280
093	o17-w00-c16	050	o17-w00	0	16	10	16	1	10	23626	144280
094	o17-w00-c17	050	o17-w00	1	17	13	16	1	10	23626	144280
095	o17-w01-c16	051	o17-w01	0	16	10	16	1	10	23626	144280
096	o17-w01-c17	051	o17-w01	1	17	16	16	1	10	23626	144280
097	o17-w02-c16	052	o17-w02	0	16	13	16	1	10	23626	144280
098	o17-w02-c17	052	o17-w02	1	17	13	16	1	10	23626	144280
099	o17-w03-c16	053	o17-w03	0	16	13	16	1	10	23626	144280
100	o17-w03-c17	053	o17-w03	1	17	14	16	1	10	23626	144280
101	o17-w04-c16	054	o17-w04	0	16	13	16	1	10	23626	144280
102	o17-w04-c17	054	o17-w04	1	17	16	16	1	10	23626	144280
103	o19-w00-c17	055	o19-w00	0	17	12	16	1	10	23626	144279
104	o23-w00-c16	056	o23-w00	0	16	11	16	1	10	23626	144280
105	o23-w00-c17	056	o23-w00	1	17	9	16	1	10	23626	144280
106	o23-w01-c16	057	o23-w01	0	16	11	16	1	10	23626	144280
107	o23-w01-c17	057	o23-w01	1	17	14	16	1	10	23626	144280
108	o23-w02-c16	058	o23-w02	0	16	14	16	1	10	23626	144280
109	o23-w02-c17	058	o23-w02	1	17	9	16	1	10	23626	144280
110	o23-w03-c16	059	o23-w03	0	16	14	16	1	10	23626	144280
111	o23-w03-c17	059	o23-w03	1	17	14	16	1	10	23626	144280
112	o23-w04-c16	060	o23-w04	0	16	14	16	1	10	23626	144280
113	o23-w04-c17	060	o23-w04	1	17	15	16	1	10	23626	144280
114	o23-w05-c16	061	o23-w05	0	16	17	16	1	10	23626	144280
115	o23-w05-c17	061	o23-w05	1	17	9	16	1	10	23626	144280
116	o23-w06-c16	062	o23-w06	0	16	17	16	1	10	23626	144280
117	o23-w06-c17	062	o23-w06	1	17	14	16	1	10	23626	144280
118	o24-w00-c16	063	o24-w00	0	16	11	16	1	10	23626	144280
119	o24-w00-c17	063	o24-w00	1	17	10	16	1	10	23626	144280
120	o24-w01-c16	064	o24-w01	0	16	11	16	1	10	23626	144280
121	o24-w01-c17	064	o24-w01	1	17	13	16	1	10	23626	144280
122	o24-w02-c16	065	o24-w02	0	16	13	16	1	10	23626	144280
123	o24-w02-c17	065	o24-w02	1	17	10	16	1	10	23626	144280
124	o24-w03-c16	066	o24-w03	0	16	13	16	1	10	23626	144280
125	o24-w03-c17	066	o24-w03	1	17	13	16	1	10	23626	144280
126	o24-w04-c16	067	o24-w04	0	16	13	16	1	10	23626	144280
127	o24-w04-c17	067	o24-w04	1	17	14	16	1	10	23626	144280
128	o24-w05-c16	068	o24-w05	0	16	17	16	1	10	23626	144280
129	o24-w05-c17	068	o24-w05	1	17	10	16	1	10	23626	144280
130	o24-w06-c16	069	o24-w06	0	16	17	16	1	10	23626	144280
131	o24-w06-c17	069	o24-w06	1	17	13	16	1	10	23626	144280
132	o25-w00-c16	070	o25-w00	0	16	11	16	1	10	23626	144280
133	o25-w00-c17	070	o25-w00	1	17	12	16	1	10	23626	144280
134	o25-w01-c16	071	o25-w01	0	16	12	16	1	10	23626	144280
135	o25-w01-c17	071	o25-w01	1	17	12	16	1	10	23626	144280
136	o25-w02-c16	072	o25-w02	0	16	12	16	1	10	23626	144280
137	o25-w02-c17	072	o25-w02	1	17	13	16	1	10	23626	144280
138	o25-w03-c16	073	o25-w03	0	16	17	16	1	10	23626	144280
139	o25-w03-c17	073	o25-w03	1	17	12	16	1	10	23626	144280
140	o30-w00-c16	074	o30-w00	0	16	11	16	1	10	23626	144279
141	o31-w00-c16	075	o31-w00	0	16	11	16	1	10	23626	144280
142	o31-w00-c17	075	o31-w00	1	17	9	16	1	10	23626	144280
143	o31-w01-c16	076	o31-w01	0	16	11	16	1	10	23626	144280
144	o31-w01-c17	076	o31-w01	1	17	14	16	1	10	23626	144280
145	o31-w02-c16	077	o31-w02	0	16	11	16	1	10	23626	144280
146	o31-w02-c17	077	o31-w02	1	17	16	16	1	10	23626	144280
147	o31-w03-c16	078	o31-w03	0	16	14	16	1	10	23626	144280
148	o31-w03-c17	078	o31-w03	1	17	9	16	1	10	23626	144280
149	o31-w04-c16	079	o31-w04	0	16	14	16	1	10	23626	144280
150	o31-w04-c17	079	o31-w04	1	17	14	16	1	10	23626	144280
151	o31-w05-c16	080	o31-w05	0	16	14	16	1	10	23626	144280
152	o31-w05-c17	080	o31-w05	1	17	15	16	1	10	23626	144280
153	o31-w06-c16	081	o31-w06	0	16	14	16	1	10	23626	144280
154	o31-w06-c17	081	o31-w06	1	17	16	16	1	10	23626	144280
155	o32-w00-c16	082	o32-w00	0	16	11	16	1	10	23626	144280
156	o32-w00-c17	082	o32-w00	1	17	10	16	1	10	23626	144280
157	o32-w01-c16	083	o32-w01	0	16	11	16	1	10	23626	144280
158	o32-w01-c17	083	o32-w01	1	17	13	16	1	10	23626	144280
159	o32-w02-c16	084	o32-w02	0	16	11	16	1	10	23626	144280
160	o32-w02-c17	084	o32-w02	1	17	16	16	1	10	23626	144280
161	o32-w03-c16	085	o32-w03	0	16	13	16	1	10	23626	144280
162	o32-w03-c17	085	o32-w03	1	17	10	16	1	10	23626	144280
163	o32-w04-c16	086	o32-w04	0	16	13	16	1	10	23626	144280
164	o32-w04-c17	086	o32-w04	1	17	13	16	1	10	23626	144280
165	o32-w05-c16	087	o32-w05	0	16	13	16	1	10	23626	144280
166	o32-w05-c17	087	o32-w05	1	17	14	16	1	10	23626	144280
167	o32-w06-c16	088	o32-w06	0	16	13	16	1	10	23626	144280
168	o32-w06-c17	088	o32-w06	1	17	16	16	1	10	23626	144280
169	o33-w00-c16	089	o33-w00	0	16	11	16	1	10	23626	144280
170	o33-w00-c17	089	o33-w00	1	17	12	16	1	10	23626	144280
171	o33-w01-c16	090	o33-w01	0	16	11	16	1	10	23626	144280
172	o33-w01-c17	090	o33-w01	1	17	16	16	1	10	23626	144280
173	o33-w02-c16	091	o33-w02	0	16	12	16	1	10	23626	144280
174	o33-w02-c17	091	o33-w02	1	17	12	16	1	10	23626	144280
175	o33-w03-c16	092	o33-w03	0	16	12	16	1	10	23626	144280
176	o33-w03-c17	092	o33-w03	1	17	13	16	1	10	23626	144280
177	o33-w04-c16	093	o33-w04	0	16	12	16	1	10	23626	144280
178	o33-w04-c17	093	o33-w04	1	17	16	16	1	10	23626	144280
179	o36-w00-c17	094	o36-w00	0	17	11	16	1	10	23626	144279
180	o37-w01-c16	096	o37-w01	0	16	13	16	1	10	23626	144279
181	o39-w00-c16	098	o39-w00	0	16	12	16	1	10	23626	144280
182	o39-w00-c17	098	o39-w00	1	17	9	16	1	10	23626	144280
183	o39-w01-c16	099	o39-w01	0	16	12	16	1	10	23626	144280
184	o39-w01-c17	099	o39-w01	1	17	14	16	1	10	23626	144280
185	o39-w02-c16	100	o39-w02	0	16	14	16	1	10	23626	144280
186	o39-w02-c17	100	o39-w02	1	17	9	16	1	10	23626	144280
187	o39-w03-c16	101	o39-w03	0	16	14	16	1	10	23626	144280
188	o39-w03-c17	101	o39-w03	1	17	14	16	1	10	23626	144280
189	o39-w04-c16	102	o39-w04	0	16	14	16	1	10	23626	144280
190	o39-w04-c17	102	o39-w04	1	17	15	16	1	10	23626	144280
191	o39-w05-c16	103	o39-w05	0	16	17	16	1	10	23626	144280
192	o39-w05-c17	103	o39-w05	1	17	9	16	1	10	23626	144280
193	o39-w06-c16	104	o39-w06	0	16	17	16	1	10	23626	144280
194	o39-w06-c17	104	o39-w06	1	17	14	16	1	10	23626	144280
195	o40-w00-c16	105	o40-w00	0	16	12	16	1	10	23626	144280
196	o40-w00-c17	105	o40-w00	1	17	10	16	1	10	23626	144280
197	o40-w01-c16	106	o40-w01	0	16	12	16	1	10	23626	144280
198	o40-w01-c17	106	o40-w01	1	17	13	16	1	10	23626	144280
199	o40-w02-c16	107	o40-w02	0	16	13	16	1	10	23626	144280
200	o40-w02-c17	107	o40-w02	1	17	10	16	1	10	23626	144280
201	o40-w03-c16	108	o40-w03	0	16	13	16	1	10	23626	144280
202	o40-w03-c17	108	o40-w03	1	17	13	16	1	10	23626	144280
203	o40-w04-c16	109	o40-w04	0	16	13	16	1	10	23626	144280
204	o40-w04-c17	109	o40-w04	1	17	14	16	1	10	23626	144280
205	o40-w05-c16	110	o40-w05	0	16	17	16	1	10	23626	144280
206	o40-w05-c17	110	o40-w05	1	17	10	16	1	10	23626	144280
207	o40-w06-c16	111	o40-w06	0	16	17	16	1	10	23626	144280
208	o40-w06-c17	111	o40-w06	1	17	13	16	1	10	23626	144280
209	o41-w00-c16	112	o41-w00	0	16	12	16	1	10	23626	144280
210	o41-w00-c17	112	o41-w00	1	17	11	16	1	10	23626	144280
211	o41-w01-c16	113	o41-w01	0	16	12	16	1	10	23626	144280
212	o41-w01-c17	113	o41-w01	1	17	12	16	1	10	23626	144280
213	o41-w02-c16	114	o41-w02	0	16	12	16	1	10	23626	144280
214	o41-w02-c17	114	o41-w02	1	17	13	16	1	10	23626	144280
215	o41-w03-c16	115	o41-w03	0	16	17	16	1	10	23626	144280
216	o41-w03-c17	115	o41-w03	1	17	11	16	1	10	23626	144280
217	o41-w04-c16	116	o41-w04	0	16	17	16	1	10	23626	144280
218	o41-w04-c17	116	o41-w04	1	17	12	16	1	10	23626	144280
